cif name= ./4329528.cif
./4329528.cif
Full Formula (Na16 Nb16 O48)
Nb1 : [5.89263  1.96687  7.863975] : 30

ce_symbol  = SS:4
ce_fraction=  0.054226045952263706
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [7.85684   3.93374   9.8456967] : 12
Na1 : [7.85684    0.         9.73560105] : 4
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9809061292883126, 2.687922791567706, 2.634566038962756, 1.9660917613996647]
         [1.9809061292883126, 2.687922791567705, 2.634566038962756, 1.9660917613996647]

ce_symbol  = T:4
ce_fraction=  0.04393410561192531
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [7.85684   3.93374   9.8456967] : 12
Na1 : [7.85684    0.         9.73560105] : 4
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.9809061292883126, 2.687922791567706, 2.634566038962756, 1.9660917613996647]
         [1.9809061292883126, 2.687922791567705, 2.634566038962756, 1.9660917613996647]

ce_symbol  = A:2
ce_fraction=  2.1799853316503682e-05
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [5.89263  1.96687  7.863975] : 30


**isite= 63
O1 : [1.79135952 1.92989284 9.82210478]

ce_symbol  = L:2
ce_fraction=  0.9018180485824946
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27

ce_symbol  = SS:4
ce_fraction=  0.054226045952263664
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9660917613996647, 1.9809061292883126, 2.6879227915677055, 2.634566038962756]
         [1.9660917613996647, 1.9809061292883126, 2.687922791567705, 2.634566038962756]

ce_symbol  = T:4
ce_fraction=  0.04393410561192531
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.        3.93374   9.8456967] : 12
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9660917613996647, 1.9809061292883126, 2.6879227915677055, 2.634566038962756]
         [1.9660917613996647, 1.9809061292883126, 2.687922791567705, 2.634566038962756]

ce_symbol  = A:2
ce_fraction=  2.1799853316503353e-05
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27


**isite= 64
O1 : [5.93348557 0.         0.1572795 ]

ce_symbol  = L:2
ce_fraction=  0.7030359083313176
species:coords:index
Nb1 : [5.89263 1.96687 0.     ] : 18
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [1.9735712846149884, 1.973571284614986]
         [1.973571284614988, 1.973571284614988]

ce_symbol  = SS:4
ce_fraction=  0.11277400563352344
species:coords:index
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684   0.        1.9188099] : 0
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [2.7214911561366844, 1.9735712846149884, 2.6081184062879896, 1.973571284614986]
         [2.7214911561366844, 1.973571284614988, 2.6081184062879896, 1.973571284614988]

ce_symbol  = TS:3
ce_fraction=  0.100535101597025
species:coords:index
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684   0.        1.9188099] : 0
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [1.9735712846149884, 2.6081184062879896, 1.973571284614986]
         [1.973571284614988, 2.6081184062879896, 1.973571284614988]

ce_symbol  = T:4
ce_fraction=  0.07290104169843195
species:coords:index
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684   0.        1.9188099] : 0
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [2.7214911561366844, 1.9735712846149884, 2.6081184062879896, 1.973571284614986]
         [2.7214911561366844, 1.973571284614988, 2.6081184062879896, 1.973571284614988]

ce_symbol  = TL:3
ce_fraction=  0.009896351743082225
species:coords:index
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684   0.        1.9188099] : 0
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [1.9735712846149884, 2.6081184062879896, 1.973571284614986]
         [1.973571284614988, 2.6081184062879896, 1.973571284614988]

ce_symbol  = TY:3
ce_fraction=  0.0008525176162400527
species:coords:index
Nb1 : [5.89263 1.96687 0.     ] : 18
Na1 : [7.85684   0.        1.9188099] : 0
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [1.9735712846149884, 2.6081184062879896, 1.973571284614986]
         [1.973571284614988, 2.6081184062879896, 1.973571284614988]

ce_symbol  = A:2
ce_fraction=  5.073380379876334e-06
species:coords:index
Nb1 : [5.89263 1.96687 0.     ] : 18
Nb1 : [ 5.89263 -1.96687  0.     ] : 16
!!!atention to nb coordination!!!
         [1.9735712846149884, 1.973571284614986]
         [1.973571284614988, 1.973571284614988]


**isite= 65
O1 : [1.92335443 0.         0.1572795 ]

ce_symbol  = L:2
ce_fraction=  0.7030359083313166
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884]
         [1.973571284614988, 1.973571284614988]

ce_symbol  = SS:4
ce_fraction=  0.11277400563352363
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [0.        0.        1.9188099] : 0
Na1 : [3.92842    0.         1.99744965] : 15
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884, 2.6081184062879896, 2.7214911561366844]
         [1.973571284614988, 1.973571284614988, 2.6081184062879896, 2.7214911561366844]

ce_symbol  = TS:3
ce_fraction=  0.10053510159702556
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [0.        0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884, 2.6081184062879896]
         [1.973571284614988, 1.973571284614988, 2.6081184062879896]

ce_symbol  = T:4
ce_fraction=  0.07290104169843221
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [0.        0.        1.9188099] : 0
Na1 : [3.92842    0.         1.99744965] : 15
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884, 2.6081184062879896, 2.7214911561366844]
         [1.973571284614988, 1.973571284614988, 2.6081184062879896, 2.7214911561366844]

ce_symbol  = TL:3
ce_fraction=  0.009896351743082244
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [0.        0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884, 2.6081184062879896]
         [1.973571284614988, 1.973571284614988, 2.6081184062879896]

ce_symbol  = TY:3
ce_fraction=  0.0008525176162400562
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [0.        0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884, 2.6081184062879896]
         [1.973571284614988, 1.973571284614988, 2.6081184062879896]

ce_symbol  = A:2
ce_fraction=  5.073380379876333e-06
species:coords:index
Nb1 : [ 1.96421 -1.96687  0.     ] : 17
Nb1 : [1.96421 1.96687 0.     ] : 19
!!!atention to nb coordination!!!
         [1.973571284614986, 1.9735712846149884]
         [1.973571284614988, 1.973571284614988]


**isite= 66
O1 : [ 5.85177443  3.93374    15.5706705 ]

ce_symbol  = L:2
ce_fraction=  0.7030359083313149
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898]
         [1.9735712846149878, 1.973571284614988]

ce_symbol  = SS:4
ce_fraction=  0.11277400563352381
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 7.85684     3.93374    13.73050035] : 14
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898, 2.7214911561366844, 2.6081184062879887]
         [1.9735712846149878, 1.973571284614988, 2.7214911561366844, 2.6081184062879896]

ce_symbol  = TS:3
ce_fraction=  0.10053510159702717
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898, 2.6081184062879887]
         [1.9735712846149878, 1.973571284614988, 2.6081184062879896]

ce_symbol  = T:4
ce_fraction=  0.07290104169843199
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 7.85684     3.93374    13.73050035] : 14
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898, 2.7214911561366844, 2.6081184062879887]
         [1.9735712846149878, 1.973571284614988, 2.7214911561366844, 2.6081184062879896]

ce_symbol  = TL:3
ce_fraction=  0.009896351743082317
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898, 2.6081184062879887]
         [1.9735712846149878, 1.973571284614988, 2.6081184062879896]

ce_symbol  = TY:3
ce_fraction=  0.0008525176162400579
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898, 2.6081184062879887]
         [1.9735712846149878, 1.973571284614988, 2.6081184062879896]

ce_symbol  = A:2
ce_fraction=  5.073380379876175e-06
species:coords:index
Nb1 : [ 5.89263  1.96687 15.72795] : 18
Nb1 : [ 5.89263  5.90061 15.72795] : 16
!!!atention to nb coordination!!!
         [1.9735712846149875, 1.9735712846149898]
         [1.9735712846149878, 1.973571284614988]


**isite= 67
O1 : [ 2.00506557  3.93374    15.5706705 ]

ce_symbol  = L:2
ce_fraction=  0.7030359083313175
species:coords:index
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
!!!atention to nb coordination!!!
         [1.9735712846149898, 1.9735712846149875]
         [1.973571284614988, 1.9735712846149878]

ce_symbol  = SS:4
ce_fraction=  0.11277400563352344
species:coords:index
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [2.721491156136684, 1.9735712846149898, 1.9735712846149875, 2.608118406287989]
         [2.721491156136684, 1.973571284614988, 1.9735712846149878, 2.6081184062879905]

ce_symbol  = TS:3
ce_fraction=  0.1005351015970253
species:coords:index
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149898, 1.9735712846149875, 2.608118406287989]
         [1.973571284614988, 1.9735712846149878, 2.6081184062879905]

ce_symbol  = T:4
ce_fraction=  0.07290104169843183
species:coords:index
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [2.721491156136684, 1.9735712846149898, 1.9735712846149875, 2.608118406287989]
         [2.721491156136684, 1.973571284614988, 1.9735712846149878, 2.6081184062879905]

ce_symbol  = TL:3
ce_fraction=  0.009896351743082123
species:coords:index
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149898, 1.9735712846149875, 2.608118406287989]
         [1.973571284614988, 1.9735712846149878, 2.6081184062879905]

ce_symbol  = TY:3
ce_fraction=  0.0008525176162400457
species:coords:index
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [1.9735712846149898, 1.9735712846149875, 2.608118406287989]
         [1.973571284614988, 1.9735712846149878, 2.6081184062879905]

ce_symbol  = A:2
ce_fraction=  5.073380379876098e-06
species:coords:index
Nb1 : [ 1.96421  5.90061 15.72795] : 17
Nb1 : [ 1.96421  1.96687 15.72795] : 19
!!!atention to nb coordination!!!
         [1.9735712846149898, 1.9735712846149875]
         [1.973571284614988, 1.9735712846149878]


**isite= 68
O1 : [6.13383499 0.         4.06567507]

ce_symbol  = L:2
ce_fraction=  0.6575347916904238
species:coords:index
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [1.984285520549997, 1.9842855205499978]
         [1.9842855205499976, 1.9842855205499976]

ce_symbol  = SS:4
ce_fraction=  0.15724114563308006
species:coords:index
Na1 : [7.85684   0.        5.9137092] : 2
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [7.85684   0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.9842855205499978, 2.7527761171233855]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976, 2.752776117123385]

ce_symbol  = T:4
ce_fraction=  0.12862118721789786
species:coords:index
Na1 : [7.85684   0.        5.9137092] : 2
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Na1 : [7.85684   0.        1.9188099] : 0
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.9842855205499978, 2.7527761171233855]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976, 2.752776117123385]

ce_symbol  = TS:3
ce_fraction=  0.04029650922706457
species:coords:index
Na1 : [7.85684   0.        5.9137092] : 2
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.9842855205499978]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = TL:3
ce_fraction=  0.014199797902737319
species:coords:index
Na1 : [7.85684   0.        5.9137092] : 2
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.9842855205499978]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = TY:3
ce_fraction=  0.0014455000687115937
species:coords:index
Na1 : [7.85684   0.        5.9137092] : 2
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.9842855205499978]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = A:2
ce_fraction=  0.0006610682600848469
species:coords:index
Nb1 : [ 5.90048684 -1.96608325  3.93356029] : 20
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
!!!atention to nb coordination!!!
         [1.984285520549997, 1.9842855205499978]
         [1.9842855205499976, 1.9842855205499976]


**isite= 69
O1 : [1.72300501 0.         4.06567507]

ce_symbol  = L:2
ce_fraction=  0.6575347916904248
species:coords:index
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.984285520549997, 1.984285520549998]
         [1.9842855205499976, 1.9842855205499976]

ce_symbol  = SS:4
ce_fraction=  0.1572411456330795
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Na1 : [0.        0.        1.9188099] : 0
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 2.7527761171233855, 1.984285520549998]
         [2.5266532010827363, 1.9842855205499976, 2.752776117123385, 1.9842855205499976]

ce_symbol  = T:4
ce_fraction=  0.12862118721789798
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Na1 : [0.        0.        1.9188099] : 0
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 2.7527761171233855, 1.984285520549998]
         [2.5266532010827363, 1.9842855205499976, 2.752776117123385, 1.9842855205499976]

ce_symbol  = TS:3
ce_fraction=  0.04029650922706401
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.984285520549998]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = TL:3
ce_fraction=  0.014199797902737192
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.984285520549998]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = TY:3
ce_fraction=  0.0014455000687115809
species:coords:index
Na1 : [0.        0.        5.9137092] : 2
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.984285520549997, 1.984285520549998]
         [2.5266532010827363, 1.9842855205499976, 1.9842855205499976]

ce_symbol  = A:2
ce_fraction=  0.0006610682600848519
species:coords:index
Nb1 : [ 1.95635316 -1.96608325  3.93356029] : 21
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.984285520549997, 1.984285520549998]
         [1.9842855205499976, 1.9842855205499976]


**isite= 70
O1 : [ 5.65142501  3.93374    11.66227493]

ce_symbol  = L:2
ce_fraction=  0.6575347916904233
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 1.9842855205499985]
         [1.9842855205499978, 1.9842855205499976]

ce_symbol  = SS:4
ce_fraction=  0.15724114563308025
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 2.752776117123387, 2.526653201082736, 1.9842855205499985]
         [1.9842855205499978, 2.7527761171233855, 2.526653201082736, 1.9842855205499976]

ce_symbol  = T:4
ce_fraction=  0.1286211872178986
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [ 3.92842    3.93374   13.8091401] : 1
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 2.752776117123387, 2.526653201082736, 1.9842855205499985]
         [1.9842855205499978, 2.7527761171233855, 2.526653201082736, 1.9842855205499976]

ce_symbol  = TS:3
ce_fraction=  0.04029650922706406
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 2.526653201082736, 1.9842855205499985]
         [1.9842855205499978, 2.526653201082736, 1.9842855205499976]

ce_symbol  = TL:3
ce_fraction=  0.014199797902737399
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 2.526653201082736, 1.9842855205499985]
         [1.9842855205499978, 2.526653201082736, 1.9842855205499976]

ce_symbol  = TY:3
ce_fraction=  0.001445500068711603
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 2.526653201082736, 1.9842855205499985]
         [1.9842855205499978, 2.526653201082736, 1.9842855205499976]

ce_symbol  = A:2
ce_fraction=  0.0006610682600848694
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316  5.89982325 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9842855205499974, 1.9842855205499985]
         [1.9842855205499978, 1.9842855205499976]


**isite= 71
O1 : [ 2.20541499  3.93374    11.66227493]

ce_symbol  = L:2
ce_fraction=  0.6575347916904251
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
!!!atention to nb coordination!!!
         [1.9842855205499974, 1.9842855205499985]
         [1.9842855205499978, 1.9842855205499976]

ce_symbol  = SS:4
ce_fraction=  0.1572411456330786
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.9842855205499974, 1.9842855205499985, 2.7527761171233873]
         [2.5266532010827363, 1.9842855205499978, 1.9842855205499976, 2.7527761171233855]

ce_symbol  = T:4
ce_fraction=  0.12862118721789959
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
Na1 : [ 3.92842    3.93374   13.8091401] : 1
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.9842855205499974, 1.9842855205499985, 2.7527761171233873]
         [2.5266532010827363, 1.9842855205499978, 1.9842855205499976, 2.7527761171233855]

ce_symbol  = TS:3
ce_fraction=  0.040296509227063154
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.9842855205499974, 1.9842855205499985]
         [2.5266532010827363, 1.9842855205499978, 1.9842855205499976]

ce_symbol  = TL:3
ce_fraction=  0.01419979790273714
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.9842855205499974, 1.9842855205499985]
         [2.5266532010827363, 1.9842855205499978, 1.9842855205499976]

ce_symbol  = TY:3
ce_fraction=  0.001445500068711583
species:coords:index
Na1 : [3.92842   3.93374   9.8142408] : 3
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
!!!atention to nb coordination!!!
         [2.5266532010827363, 1.9842855205499974, 1.9842855205499985]
         [2.5266532010827363, 1.9842855205499978, 1.9842855205499976]

ce_symbol  = A:2
ce_fraction=  0.0006610682600848751
species:coords:index
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Nb1 : [ 1.97206684  5.89982325 11.79438971] : 25
!!!atention to nb coordination!!!
         [1.9842855205499974, 1.9842855205499985]
         [1.9842855205499978, 1.9842855205499976]


**isite= 72
O1 : [5.61214081 0.         7.83409189]

ce_symbol  = L:2
ce_fraction=  0.8079138055934092
species:coords:index
Nb1 : [ 5.89263  -1.96687   7.863975] : 28
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.986993905740361, 1.9869939057403632]
         [1.9869939057403627, 1.9869939057403627]

ce_symbol  = T:4
ce_fraction=  0.10518428743561219
species:coords:index
Na1 : [3.92842   0.        5.8822533] : 13
Na1 : [3.92842   0.        9.8142408] : 11
Nb1 : [ 5.89263  -1.96687   7.863975] : 28
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [2.577710160916759, 2.5992124689479774, 1.986993905740361, 1.9869939057403632]
         [2.5777101609167596, 2.5992124689479774, 1.9869939057403627, 1.9869939057403627]

ce_symbol  = SS:4
ce_fraction=  0.08563360928219432
species:coords:index
Na1 : [3.92842   0.        5.8822533] : 13
Na1 : [3.92842   0.        9.8142408] : 11
Nb1 : [ 5.89263  -1.96687   7.863975] : 28
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [2.577710160916759, 2.5992124689479774, 1.986993905740361, 1.9869939057403632]
         [2.5777101609167596, 2.5992124689479774, 1.9869939057403627, 1.9869939057403627]

ce_symbol  = A:2
ce_fraction=  0.0012682976887842205
species:coords:index
Nb1 : [ 5.89263  -1.96687   7.863975] : 28
Nb1 : [5.89263  1.96687  7.863975] : 30
!!!atention to nb coordination!!!
         [1.986993905740361, 1.9869939057403632]
         [1.9869939057403627, 1.9869939057403627]


**isite= 73
O1 : [2.24469919 0.         7.83409189]

ce_symbol  = L:2
ce_fraction=  0.8079138055934093
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.96421  -1.96687   7.863975] : 29
!!!atention to nb coordination!!!
         [1.9869939057403632, 1.9869939057403607]
         [1.9869939057403627, 1.9869939057403627]

ce_symbol  = T:4
ce_fraction=  0.1051842874356127
species:coords:index
Na1 : [3.92842   0.        9.8142408] : 11
Na1 : [3.92842   0.        5.8822533] : 13
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.96421  -1.96687   7.863975] : 29
!!!atention to nb coordination!!!
         [2.599212468947978, 2.577710160916759, 1.9869939057403632, 1.9869939057403607]
         [2.599212468947978, 2.57771016091676, 1.9869939057403627, 1.9869939057403627]

ce_symbol  = SS:4
ce_fraction=  0.08563360928219386
species:coords:index
